item_id,order_id,product_category,product_name,quantity,unit_price,item_total
ITEM_000056,ORD_000015,Electronics,Wireless Mouse,3,972.82,2918.46
ITEM_000057,ORD_000016,Fashion,Denim Jeans,2,181.03,362.06
ITEM_000058,ORD_000016,Groceries,Premium Coffee Beans,3,73.96,221.88
ITEM_000059,ORD_000016,Fashion,Leather Belt,3,61.84,185.52
ITEM_000060,ORD_000016,home & kitchen,Vacuum Cleaner Robot,1,380.5,380.5
ITEM_000061,ORD_000017,Electronics,4K Smart TV,3,570.04,1710.12
ITEM_000062,ORD_000017,Electronics,Action Camera,1,718.96,718.96
ITEM_000063,ORD_000018,Fashion,Sunglasses Premium,3,279.22,837.66
ITEM_000064,ORD_000019,Beauty,Makeup Palette,3,38.01,114.03
ITEM_000065,ORD_000019,Groceries,Extra Virgin Olive Oil,1,40.31,40.31
ITEM_000066,ORD_000019,Home & Kitchen,Food Processor,3,95.76,287.28
ITEM_000067,ORD_000019,Electronics,Wireless Mouse,2,960.51,1921.02
ITEM_000068,ORD_000019,Fashion,Wrist Watch Classic,3,216.35,649.05
ITEM_000069,ORD_000020,Electronics,Power Bank 20000mAh,3,535.25,1605.75
ITEM_000070,ORD_000020,Fashion,Denim Jeans,2,142.95,285.9
ITEM_000071,ORD_000020,Home & Kitchen,Air Fryer 5L,3,117.19,351.57
ITEM_000072,ORD_000020,Home & Kitchen,Water Purifier,1,300.53,300.53
ITEM_000073,ORD_000020,ELECTRONICS,Mechanical Keyboard,3,676.29,2028.87
ITEM_000074,ORD_000021,Fashion,Designer Handbag,2,253.73,507.46
ITEM_000075,ORD_000021,Home & Kitchen,Vacuum Cleaner Robot,1,96.9,96.9
ITEM_000076,ORD_000021,Home & Kitchen,Water Purifier,3,143.61,430.83
ITEM_000077,ORD_000021,Electronics,Smart Watch Series,3,719.81,2159.43
ITEM_000078,ORD_000021,Fashion,Sunglasses Premium,2,167.89,335.78
ITEM_000079,ORD_000022,Groceries,Pasta Variety Pack,1,84.43,84.43
ITEM_000080,ORD_000022,Groceries,Cooking Spices Set,2,24.77,49.54
ITEM_000081,ORD_000023,Home & Kitchen,Storage Containers,2,374.19,748.38
ITEM_000082,ORD_000024,Electronics,Portable SSD 1TB,3,418.71,1256.13
ITEM_000083,ORD_000025,Beauty,Facial Cleanser,1,142.02,142.02
ITEM_000084,ORD_000025,Beauty,Lipstick Matte,2,85.42,170.84
ITEM_000085,ORD_000025,Electronics,Laptop Ultra,2,442.06,884.12
ITEM_000086,ORD_000026,Fashion,Casual Sneakers,1,260.39,260.39
ITEM_000087,ORD_000026,Fashion,Gold Bracelet,2,140.27,280.54
ITEM_000088,ORD_000026,Fashion,Sports Hoodie,3,189.0,567.0
ITEM_000089,ORD_000027,Fashion,Summer Dress,2,258.12,516.24
ITEM_000090,ORD_000027,Fashion,Sunglasses Premium,1,137.7,137.7
ITEM_000091,ORD_000027,Home & Kitchen,Bedding Set,2,328.72,657.44
ITEM_000092,ORD_000027,Electronics,Smartphone Pro Max,2,195.49,390.98
ITEM_000093,ORD_000027,Fashion,Gold Bracelet,2,211.47,422.94
ITEM_000094,ORD_000028,Home & Kitchen,Electric Kettle,3,118.62,355.86
ITEM_000095,ORD_000028,Fashion,Summer Dress,2,141.32,282.64
ITEM_000096,ORD_000028,Home & Kitchen,Electric Kettle,1,304.54,304.54
ITEM_000097,ORD_000028,Groceries,Chocolate Assortment,1,46.13,46.13
ITEM_000098,ORD_000028,Beauty,Hair Dryer Pro,3,97.64,292.92
ITEM_000099,ORD_000029,Electronics,4K Smart TV,1,329.71,329.71
ITEM_000100,ORD_000029,Fashion,Sunglasses Premium,1,188.26,188.26
ITEM_000101,ORD_000030,Home & Kitchen,Pressure Cooker,2,71.64,143.28
ITEM_000102,ORD_000030,Electronics,4K Smart TV,3,947.46,2842.38
ITEM_000103,ORD_000031,Electronics,Laptop Ultra,1,780.06,780.06
ITEM_000104,ORD_000031,Electronics,Smartphone Pro Max,3,310.06,930.18
ITEM_000105,ORD_000031,Fashion,Wrist Watch Classic,1,148.28,148.28
ITEM_000106,ORD_000031,Groceries,Organic Rice 5kg,1,53.27,53.27
ITEM_000107,ORD_000031,Fashion,Casual Sneakers,1,83.74,83.74
ITEM_000108,ORD_000032,Fashion,Summer Dress,2,267.53,535.06
ITEM_000109,ORD_000033,Electronics,Tablet Air,3,835.27,2505.81
ITEM_000110,ORD_000034,Electronics,Mechanical Keyboard,3,836.85,2510.55
ITEM_000111,ORD_000034,Electronics,Action Camera,1,404.89,404.89
ITEM_000112,ORD_000034,Electronics,Mechanical Keyboard,1,238.4,238.4
ITEM_000113,ORD_000034,Electronics,4K Smart TV,2,728.36,1456.72
ITEM_000114,ORD_000035,Electronics,Wireless Earbuds,1,407.89,407.89
ITEM_000115,ORD_000036,GROCERIES,Snack Box Premium,2,57.19,114.38
ITEM_000116,ORD_000036,Beauty,Eye Cream,1,67.86,67.86
ITEM_000117,ORD_000036,Fashion,Designer Handbag,1,267.71,267.71
ITEM_000118,ORD_000037,Groc,Protein Powder,2,74.03,148.06
ITEM_000119,ORD_000038,Home & Kitchen,Water Purifier,1,222.56,222.56
ITEM_000120,ORD_000038,Fashion,Casual Sneakers,3,209.12,627.36
ITEM_000121,ORD_000038,Fashion,Running Shoes,2,63.3,126.6
ITEM_000122,ORD_000039,Beauty,Facial Cleanser,3,115.28,345.84
ITEM_000123,ORD_000039,Home & Kitchen,Pressure Cooker,1,226.79,226.79
ITEM_000124,ORD_000039,Groceries,Snack Box Premium,1,47.97,47.97
ITEM_000125,ORD_000040,Beauty,Perfume Eau de Parfum,1,145.52,145.52
ITEM_000126,ORD_000040,Groceries,Organic Rice 5kg,1,68.1,68.1
ITEM_000127,ORD_000041,Fashion,Denim Jeans,3,122.7,368.1
ITEM_000128,ORD_000041,Electronics,Portable SSD 1TB,1,613.51,613.51
ITEM_000129,ORD_000041,Home & Kitchen,Vacuum Cleaner Robot,1,382.29,382.29
ITEM_000130,ORD_000041,Beauty,Body Lotion,3,91.41,274.23
ITEM_000131,ORD_000042,Electronics,Wireless Earbuds,2,707.61,1415.22
ITEM_000132,ORD_000043,Electronics,Wireless Mouse,3,732.0,2196.0
ITEM_000133,ORD_000044,Fashion,Silk Scarf,3,116.54,349.62
ITEM_000134,ORD_000044,Beauty,Makeup Palette,1,41.2,41.2
ITEM_000135,ORD_000044,Electronics,Wireless Mouse,3,297.23,891.69
ITEM_000136,ORD_000044,Beauty,Body Lotion,1,99.53,99.53
ITEM_000137,ORD_000045,Electronics,Wireless Mouse,1,538.3,538.3
ITEM_000138,ORD_000046,Beauty,Skincare Set,3,133.34,400.02
ITEM_000139,ORD_000046,Home & Kitchen,Electric Kettle,3,79.58,238.74
ITEM_000140,ORD_000046,beauty,Hair Dryer Pro,2,136.31,272.62
ITEM_000141,ORD_000046,Beauty,Eye Cream,3,144.54,433.62
ITEM_000142,ORD_000047,Electronics,Mechanical Keyboard,2,745.83,1491.66
ITEM_000143,ORD_000047,Groceries,Pasta Variety Pack,1,53.19,53.19
ITEM_000144,ORD_000047,Groceries,Cooking Spices Set,2,41.72,83.44
ITEM_000145,ORD_000048,Electronics,Action Camera,1,792.85,792.85
ITEM_000146,ORD_000048,Groceries,Extra Virgin Olive Oil,1,78.5,78.5
ITEM_000147,ORD_000048,GROCERIES,Green Tea Collection,1,85.62,85.62
ITEM_000148,ORD_000048,Electronics,Gaming Console,3,854.16,2562.48
ITEM_000149,ORD_000049,Beauty,Shampoo & Conditioner,1,127.23,127.23
ITEM_000150,ORD_000049,Home & Kitchen,Storage Containers,3,241.6,724.8
ITEM_000151,ORD_000049,Beauty,Facial Serum,1,71.95,71.95
ITEM_000152,ORD_000050,Home & Kitchen,Electric Kettle,1,186.12,186.12
ITEM_000153,ORD_000050,Home & Kitchen,Vacuum Cleaner Robot,1,332.82,332.82
ITEM_000154,ORD_000051,Fashion,Casual Sneakers,1,187.68,187.68
ITEM_000155,ORD_000051,beauty,Face Mask Pack,3,146.91,440.73
ITEM_000156,ORD_000051,Fashion,Cotton T-Shirt,2,72.86,145.72
ITEM_000157,ORD_000051,Electronics,Smart Watch Series,3,228.46,685.38
ITEM_000158,ORD_000051,Home & Kitchen,Microwave Oven,1,353.71,353.71
ITEM_000159,ORD_000052,Home & Kitchen,Bedding Set,2,135.46,270.92
ITEM_000160,ORD_000053,Beauty,Facial Cleanser,1,86.56,86.56
ITEM_000161,ORD_000054,Electronics,USB-C Hub,2,613.68,1227.36
ITEM_000162,ORD_000055,Groceries,Premium Coffee Beans,3,19.71,59.13
ITEM_000163,ORD_000055,Electronics,Bluetooth Speaker,3,622.6,1867.8
ITEM_000164,ORD_000056,Home & Kitchen,Blender Pro,3,79.09,237.27
ITEM_000165,ORD_000056,Groceries,Organic Rice 5kg,2,88.42,176.84
ITEM_000166,ORD_000056,Fashion,Summer Dress,1,111.47,111.47
ITEM_000167,ORD_000057,Home & Kitchen,Microwave Oven,2,240.39,480.78
ITEM_000168,ORD_000057,Home & Kitchen,Water Purifier,2,305.27,610.54
ITEM_000169,ORD_000057,Groceries,Snack Box Premium,1,96.04,96.04
ITEM_000170,ORD_000058,Fashion,Designer Handbag,1,82.73,82.73
ITEM_000171,ORD_000059,Fashion,Formal Shirt,2,235.35,470.7
ITEM_000172,ORD_000059,Fashion,Cotton T-Shirt,3,116.85,350.55
ITEM_000173,ORD_000059,Home & Kitchen,Vacuum Cleaner Robot,1,95.33,95.33
ITEM_000174,ORD_000059,BEAUTY,Hair Dryer Pro,3,55.68,167.04
ITEM_000175,ORD_000060,Home & Kitchen,LED Desk Lamp,1,109.32,109.32
ITEM_000176,ORD_000060,Home & Kitchen,Knife Set Premium,1,239.19,239.19
ITEM_000177,ORD_000060,Home & Kitchen,Food Processor,2,100.58,201.16
ITEM_000178,ORD_000060,Beauty,Moisturizer SPF50,2,31.85,63.7
ITEM_000179,ORD_000061,Electronics,Gaming Console,2,643.34,1286.68
ITEM_000180,ORD_000061,Electronics,Laptop Ultra,1,706.64,706.64
ITEM_000181,ORD_000061,Home & Kitchen,Toaster 4-Slice,1,198.39,198.39
ITEM_000182,ORD_000061,Beauty,Eye Cream,3,26.78,80.34
ITEM_000183,ORD_000062,Groceries,Premium Coffee Beans,1,39.4,39.4
ITEM_000184,ORD_000062,Home & Kitchen,Toaster 4-Slice,2,107.62,215.24
ITEM_000185,ORD_000062,Electronics,Wireless Earbuds,2,890.52,1781.04
ITEM_000186,ORD_000062,Home & Kitchen,Storage Containers,1,164.98,164.98
ITEM_000187,ORD_000062,Fashion,Wrist Watch Classic,3,213.71,641.13
ITEM_000188,ORD_000063,Fashion,Casual Sneakers,3,199.41,598.23
ITEM_000189,ORD_000063,Fashion,Sunglasses Premium,2,92.03,184.06
ITEM_000190,ORD_000063,Electronics,Bluetooth Speaker,1,385.34,385.34
ITEM_000191,ORD_000063,Home & Kitchen,Electric Kettle,3,108.92,326.76
ITEM_000192,ORD_000064,Electronics,Bluetooth Speaker,1,946.44,946.44
ITEM_000193,ORD_000064,Electronics,Action Camera,2,796.95,1593.9
ITEM_000194,ORD_000065,Electronics,Action Camera,2,968.49,1936.98
ITEM_000195,ORD_000066,Electronics,Mechanical Keyboard,2,848.71,1697.42
ITEM_000196,ORD_000067,Groceries,Energy Bars Pack,1,98.26,98.26
ITEM_000197,ORD_000067,Home & Kitchen,Vacuum Cleaner Robot,1,304.77,304.77
ITEM_000198,ORD_000067,Groceries,Protein Powder,2,30.41,60.82
ITEM_000199,ORD_000067,Beauty,Eye Cream,1,138.79,138.79
ITEM_000200,ORD_000068,Beauty,Shampoo & Conditioner,3,70.37,211.11
ITEM_000201,ORD_000069,Electronics,USB-C Hub,1,988.4,988.4
ITEM_000202,ORD_000069,Groceries,Green Tea Collection,1,53.37,53.37
ITEM_000203,ORD_000069,Fashion,Denim Jeans,1,248.96,248.96
ITEM_000204,ORD_000069,Home & Kitchen,LED Desk Lamp,2,223.96,447.92
ITEM_000205,ORD_000070,Home & Kitchen,Storage Containers,2,181.81,363.62
ITEM_000206,ORD_000070,Fashion,Formal Shirt,3,149.4,448.2
ITEM_000207,ORD_000070,Beauty,Electric Toothbrush,1,65.39,65.39
ITEM_000208,ORD_000070,Electronics,Smart Watch Series,2,868.76,1737.52
ITEM_000209,ORD_000071,Fashion,Cotton T-Shirt,1,182.71,182.71
ITEM_000210,ORD_000071,Fashion,Casual Sneakers,2,56.4,112.8
ITEM_000211,ORD_000071,Home & Kitchen,LED Desk Lamp,1,323.97,323.97
ITEM_000212,ORD_000071,Fashion,Summer Dress,2,257.86,515.72
ITEM_000213,ORD_000071,Fashion,Formal Shirt,3,134.52,403.56
ITEM_000214,ORD_000072,Electronics,Portable SSD 1TB,2,593.77,1187.54
ITEM_000215,ORD_000073,Beauty,Body Lotion,2,56.81,113.62
ITEM_000216,ORD_000073,Home & Kitchen,Water Purifier,3,194.39,583.17
ITEM_000217,ORD_000073,Beauty,Makeup Palette,1,52.54,52.54
ITEM_000218,ORD_000074,Elec,Drone Mini,3,564.32,1692.96
ITEM_000219,ORD_000075,Fashion,Designer Handbag,3,228.31,684.93
ITEM_000220,ORD_000075,Home & Kitchen,Blender Pro,3,152.99,458.97
ITEM_000221,ORD_000075,Fashion,Denim Jeans,2,244.22,488.44
ITEM_000222,ORD_000075,Home & Kitchen,Non-Stick Cookware Set,3,331.16,993.48
ITEM_000223,ORD_000076,Beauty,Lipstick Matte,2,99.44,198.88
ITEM_000224,ORD_000076,Groceries,Breakfast Cereal,1,80.4,80.4
ITEM_000225,ORD_000076,Beauty,Perfume Eau de Parfum,2,137.14,274.28
ITEM_000226,ORD_000076,Electronics,Action Camera,2,229.42,458.84
ITEM_000227,ORD_000077,groceries,Mixed Nuts Pack,2,44.46,88.92
ITEM_000228,ORD_000077,Beauty,Beard Trimmer,3,54.55,163.65
ITEM_000229,ORD_000077,Fashion,Designer Handbag,3,168.29,504.87
ITEM_000230,ORD_000077,Fashion,Sunglasses Premium,2,254.81,509.62
ITEM_000231,ORD_000077,Electronics,Wireless Mouse,2,221.92,443.84
ITEM_000232,ORD_000078,Electronics,USB-C Hub,1,748.93,748.93
ITEM_000233,ORD_000078,Fashion,Gold Bracelet,2,149.51,299.02
ITEM_000234,ORD_000078,Beauty,Nail Polish Set,3,40.62,121.86
ITEM_000235,ORD_000078,Fashion,Gold Bracelet,3,103.28,309.84
ITEM_000236,ORD_000078,fashion,Sunglasses Premium,3,200.75,602.25
ITEM_000237,ORD_000079,Electronics,USB-C Hub,3,684.02,2052.06
ITEM_000238,ORD_000080,Home & Kitchen,LED Desk Lamp,2,382.26,764.52
ITEM_000239,ORD_000080,Beauty,Shampoo & Conditioner,2,102.2,204.4
ITEM_000240,ORD_000081,Home & Kitchen,Toaster 4-Slice,1,79.99,79.99
ITEM_000241,ORD_000081,electronics,Portable SSD 1TB,2,778.04,1556.08
ITEM_000242,ORD_000081,Fashion,Denim Jeans,1,225.59,225.59
ITEM_000243,ORD_000081,Electronics,Power Bank 20000mAh,3,969.04,2907.12
ITEM_000244,ORD_000082,Home & Kitchen,Bedding Set,1,250.02,250.02
ITEM_000245,ORD_000082,Electronics,Drone Mini,2,268.15,536.3
ITEM_000246,ORD_000082,Home & Kitchen,Coffee Machine,2,142.47,284.94
ITEM_000247,ORD_000082,Fashion,Denim Jeans,3,133.02,399.06
ITEM_000248,ORD_000082,Fashion,Gold Bracelet,2,207.88,415.76
ITEM_000249,ORD_000083,Fashion,Casual Sneakers,2,294.78,589.56
ITEM_000250,ORD_000083,Fashion,Designer Handbag,1,286.79,286.79
ITEM_000251,ORD_000083,Home & Kitchen,Air Fryer 5L,2,329.66,659.32
ITEM_000252,ORD_000083,Home & Kitchen,Bedding Set,3,163.48,490.44
ITEM_000253,ORD_000083,Groceries,Green Tea Collection,2,85.65,171.3
ITEM_000254,ORD_000084,Beauty,Hair Dryer Pro,1,46.54,46.54
ITEM_000255,ORD_000085,Fashion,Silk Scarf,1,297.6,297.6
ITEM_000256,ORD_000085,Home & Kitchen,Microwave Oven,2,96.79,193.58
ITEM_000257,ORD_000085,Groceries,Premium Coffee Beans,1,31.45,31.45
ITEM_000258,ORD_000086,Fashion,Gold Bracelet,1,148.86,148.86
ITEM_000259,ORD_000086,Home & Kitchen,Bedding Set,1,342.15,342.15
ITEM_000260,ORD_000086,Home & Kitchen,Food Processor,3,230.18,690.54
ITEM_000261,ORD_000086,Fashion,Leather Wallet,1,165.13,165.13
ITEM_000262,ORD_000087,Groceries,Breakfast Cereal,1,19.21,19.21
ITEM_000263,ORD_000087,Home,Toaster 4-Slice,3,259.3,777.9
ITEM_000264,ORD_000087,Home & Kitchen,Microwave Oven,2,302.32,604.64
ITEM_000265,ORD_000087,Beauty,Lipstick Matte,3,69.58,208.74
ITEM_000266,ORD_000088,Beauty,Shampoo & Conditioner,1,37.79,37.79
ITEM_000267,ORD_000088,Beauty,Hair Dryer Pro,1,64.04,64.04
ITEM_000268,ORD_000089,Fashion,Cotton T-Shirt,3,281.35,844.05
ITEM_000269,ORD_000089,Electronics,USB-C Hub,3,225.23,675.69
ITEM_000270,ORD_000090,Fashion,Gold Bracelet,3,265.0,795.0
ITEM_000271,ORD_000090,Fashion,Denim Jeans,1,113.36,113.36
ITEM_000272,ORD_000090,Electronics,Laptop Ultra,3,639.99,1919.97
ITEM_000273,ORD_000090,Fashion,Casual Sneakers,1,116.56,116.56
ITEM_000274,ORD_000091,Beauty,Electric Toothbrush,1,31.48,31.48
ITEM_000275,ORD_000091,Fashion,Silk Scarf,2,232.62,465.24
ITEM_000276,ORD_000091,Electronics,Smart Watch Series,1,951.56,951.56
ITEM_000277,ORD_000091,Elec,USB-C Hub,2,354.54,709.08
ITEM_000278,ORD_000092,Electronics,Laptop Ultra,1,680.64,680.64
ITEM_000279,ORD_000093,Fashion,Summer Dress,3,198.13,594.39
ITEM_000280,ORD_000093,Electronics,Smart Watch Series,2,598.06,1196.12
ITEM_000281,ORD_000093,Home & Kitchen,Non-Stick Cookware Set,3,259.94,779.82
ITEM_000282,ORD_000093,Fashion,Casual Sneakers,3,215.5,646.5
ITEM_000283,ORD_000093,Fashion,Denim Jeans,1,108.45,108.45
ITEM_000284,ORD_000094,Home & Kitchen,Water Purifier,1,115.61,115.61
ITEM_000285,ORD_000094,Groceries,Cooking Spices Set,3,79.12,237.36
ITEM_000286,ORD_000094,Electronics,Portable SSD 1TB,2,625.75,1251.5
ITEM_000287,ORD_000094,Electronics,Portable SSD 1TB,3,208.19,624.57
ITEM_000288,ORD_000095,Electronics,Wireless Earbuds,1,924.98,924.98
ITEM_000289,ORD_000095,Groceries,Extra Virgin Olive Oil,1,93.4,93.4
ITEM_000290,ORD_000096,Fashion,Cotton T-Shirt,2,65.98,131.96
ITEM_000291,ORD_000096,Electronics,Portable SSD 1TB,1,571.74,571.74
ITEM_000292,ORD_000096,Electronics,4K Smart TV,1,709.24,709.24
ITEM_000293,ORD_000096,Electronics,Portable SSD 1TB,3,994.22,2982.66
ITEM_000294,ORD_000097,Electronics,Power Bank 20000mAh,3,437.28,1311.84
ITEM_000295,ORD_000097,Groceries,Organic Rice 5kg,2,68.89,137.78
ITEM_000296,ORD_000098,Fashion,Leather Belt,3,121.15,363.45
ITEM_000297,ORD_000099,Fashion,Denim Jeans,2,263.51,527.02
ITEM_000298,ORD_000099,Beauty,Facial Serum,3,116.99,350.97
ITEM_000299,ORD_000099,Electronics,Portable SSD 1TB,1,401.92,401.92
ITEM_000300,ORD_000099,Fashion,Canvas Backpack,3,83.89,251.67
ITEM_000301,ORD_000100,Home & Kitchen,LED Desk Lamp,3,253.93,761.79
ITEM_000302,ORD_000100,Fashion,Leather Wallet,3,59.88,179.64
ITEM_000303,ORD_000101,Electronics,Smartphone Pro Max,3,943.38,2830.14
ITEM_000304,ORD_000102,Fashion,Running Shoes,1,236.25,236.25
ITEM_000305,ORD_000103,Home & Kitchen,Coffee Machine,1,392.37,392.37
ITEM_000306,ORD_000103,Electronics,Drone Mini,2,321.62,643.24
ITEM_000307,ORD_000103,Electronics,Tablet Air,1,559.06,559.06
ITEM_000308,ORD_000103,Elec,Smartphone Pro Max,3,246.89,740.67
ITEM_000309,ORD_000104,Fashion,Denim Jeans,2,158.24,316.48
ITEM_000310,ORD_000105,Electronics,Tablet Air,2,249.46,498.92
ITEM_000311,ORD_000106,Beauty,Eye Cream,2,123.92,247.84
ITEM_000312,ORD_000107,Fashion,Cotton T-Shirt,1,128.11,128.11
ITEM_000313,ORD_000107,Electronics,Portable SSD 1TB,1,582.94,582.94
ITEM_000314,ORD_000107,Electronics,Wireless Earbuds,3,764.93,2294.79
ITEM_000315,ORD_000107,Beauty,Beard Trimmer,1,107.71,107.71
ITEM_000316,ORD_000107,Electronics,Wireless Earbuds,2,907.19,1814.38
ITEM_000317,ORD_000108,Groceries,Gourmet Cheese Selection,3,54.5,163.5
ITEM_000318,ORD_000108,Beauty,Face Mask Pack,1,75.47,75.47
ITEM_000319,ORD_000108,Home & Kitchen,Non-Stick Cookware Set,2,310.67,621.34
ITEM_000320,ORD_000109,Fashion,Leather Wallet,3,294.15,882.45
ITEM_000321,ORD_000109,Fashion,Designer Handbag,2,215.3,430.6
ITEM_000322,ORD_000109,Beauty,Perfume Eau de Parfum,1,98.41,98.41
ITEM_000323,ORD_000109,Electronics,Smart Watch Series,3,965.18,2895.54
ITEM_000324,ORD_000110,Electronics,Mechanical Keyboard,2,601.0,1202.0
ITEM_000325,ORD_000110,Fashion,Formal Shirt,3,294.03,882.09
ITEM_000326,ORD_000110,Electronics,Smartphone Pro Max,1,586.79,586.79
ITEM_000327,ORD_000111,Beauty,Moisturizer SPF50,1,33.0,33.0
ITEM_000328,ORD_000111,Home & Kitchen,Blender Pro,2,365.74,731.48
ITEM_000329,ORD_000111,Fashion,Gold Bracelet,3,99.13,297.39
ITEM_000330,ORD_000111,Groceries,Cooking Spices Set,3,20.48,61.44
ITEM_000331,ORD_000111,Fashion,Summer Dress,3,129.36,388.08
ITEM_000332,ORD_000112,Beauty,Face Mask Pack,2,54.12,108.24
ITEM_000333,ORD_000113,Electronics,Bluetooth Speaker,1,780.7,780.7
ITEM_000334,ORD_000113,Electronics,Bluetooth Speaker,3,498.19,1494.57
ITEM_000335,ORD_000114,Elec,Smart Watch Series,1,901.27,901.27
ITEM_000336,ORD_000114,Beauty,Electric Toothbrush,3,93.12,279.36
ITEM_000337,ORD_000114,Home & Kitchen,LED Desk Lamp,2,311.32,622.64
ITEM_000338,ORD_000114,Fashion,Wrist Watch Classic,2,81.47,162.94
ITEM_000339,ORD_000114,Electronics,USB-C Hub,2,826.32,1652.64
ITEM_000340,ORD_000115,Groceries,Chocolate Assortment,1,85.02,85.02
ITEM_000341,ORD_000115,Fashion,Leather Belt,1,88.85,88.85
ITEM_000342,ORD_000116,Home & Kitchen,LED Desk Lamp,2,324.75,649.5
ITEM_000343,ORD_000116,Fashion,Leather Wallet,2,297.7,595.4
ITEM_000344,ORD_000116,Home & Kitchen,Coffee Machine,1,207.25,207.25
ITEM_000345,ORD_000117,Fashion,Denim Jeans,1,261.0,261.0
ITEM_000346,ORD_000118,Fashion,Gold Bracelet,2,244.03,488.06
ITEM_000347,ORD_000118,Fashion,Leather Wallet,1,243.24,243.24
ITEM_000348,ORD_000118,FASHION,Wrist Watch Classic,2,297.42,594.84
